YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
1995,6.0,38.401,22.283,GULF OF CORINTH: AIYION,GREECE,Definite Tsunami,6.5,14.0,3.0,Extreme (~$25 million or more),Few (~1 to 50 people)
1995,5.0,52.629,142.827,SAKHALIN ISLAND,RUSSIA,Definite Tsunami,7.1,11.0,-2.0,Extreme (~$25 million or more),Very Many (~1001 or more people)
1995,5.0,-23.008,169.9,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.7,20.0,-2.0,,
1995,4.0,-15.199,-173.529,SAMOA ISLANDS,SAMOA,Definite Tsunami,7.4,21.0,-1.5,,
1995,1.0,34.583,135.018,"KOBE, JAPAN",JAPAN,Definite Tsunami,6.9,22.0,-2.0,Extreme (~$25 million or more),Very Many (~1001 or more people)
1994,12.0,40.525,143.419,"TOHUKU, JAPAN",JAPAN,Definite Tsunami,7.8,27.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
1994,10.0,43.773,147.321,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.3,14.0,2.6,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1994,1.0,1.015,127.733,HALMAHERA,INDONESIA,Definite Tsunami,7.0,20.0,1.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1994,1.0,34.213,-118.537,"WEST COAST, USA",USA,Probable Tsunami,6.7,18.0,-3.0,Extreme (~$25 million or more),Some (~51 to 100 people)
1993,8.0,12.982,144.801,"GUAM, MARIANA ISLANDS",USA TERRITORY,Definite Tsunami,7.8,59.0,,Extreme (~$25 million or more),
1993,6.0,51.218,157.829,KAMCHATKA,RUSSIA,Definite Tsunami,7.5,71.0,-0.5,,
1993,2.0,37.634,137.245,HONSHU ISLAND,JAPAN,Definite Tsunami,6.3,11.0,-0.5,,
1992,5.0,7.191,126.762,PHILIPPINES,PHILIPPINES,Definite Tsunami,7.3,33.0,,Limited (<$1 million),
1992,4.0,40.368,-124.316,"CAPE MENDOCINO, N. CALIFORNIA",USA,Definite Tsunami,7.2,15.0,0.5,Extreme (~$25 million or more),
1990,12.0,37.3,15.438,EASTERN SICILY,ITALY,Definite Tsunami,5.3,11.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
1990,4.0,15.125,147.596,"MARIANA TRENCH, N. MARIANA ISLANDS",USA TERRITORY,Definite Tsunami,7.5,11.0,,,
1990,3.0,9.919,-84.808,COSTA RICA,COSTA RICA,Definite Tsunami,7.0,22.0,,Moderate (~$1 to $5 million),
1989,11.0,39.837,142.76,JAPAN,JAPAN,Probable Tsunami,7.4,29.0,,,
1989,10.0,37.036,-121.883,N. CALIFORNIA,USA,Definite Tsunami,6.9,19.0,,Extreme (~$25 million or more),Some (~51 to 100 people)
1989,6.0,19.362,-155.083,HAWAII,USA,Definite Tsunami,6.5,9.0,,,
1989,5.0,-52.341,160.568,MACQUARIE ISLAND,AUSTRALIA,Definite Tsunami,8.1,10.0,,,
1988,7.0,-5.964,148.78,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Definite Tsunami,6.8,53.0,,,
1988,3.0,57.262,-142.747,"GULF OF ALASKA, AK",USA,Definite Tsunami,7.8,15.0,,Limited (<$1 million),
1987,11.0,58.679,-142.786,"GULF OF ALASKA, AK",USA,Definite Tsunami,7.9,10.0,,Limited (<$1 million),
1987,10.0,-6.266,149.06,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.4,48.0,,Moderate (~$1 to $5 million),
1987,3.0,32.034,131.837,KYUSHU ISLAND,JAPAN,Definite Tsunami,6.7,54.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1987,3.0,-24.388,-70.161,NORTHERN CHILE,CHILE,Definite Tsunami,7.6,62.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1987,2.0,-6.088,147.689,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.4,55.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1986,10.0,-28.117,-176.367,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,7.8,29.0,,,
1986,5.0,51.52,-174.776,"ANDREANOF ISLANDS, AK",USA,Definite Tsunami,8.0,31.0,,Moderate (~$1 to $5 million),
1985,9.0,17.802,-101.647,MEXICO,MEXICO,Definite Tsunami,7.6,31.0,,,
1985,9.0,18.19,-102.533,MEXICO,MEXICO,Definite Tsunami,8.0,28.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1985,7.0,-4.439,152.828,NEW IRELAND,PAPUA NEW GUINEA,Definite Tsunami,7.3,46.0,,Moderate (~$1 to $5 million),
1985,3.0,17.013,-62.448,GUADELOUPE,GUADELOUPE (FRENCH TERRITORY),Definite Tsunami,6.4,13.0,,Moderate (~$1 to $5 million),
1985,3.0,-33.132,-71.708,CENTRAL CHILE,CHILE,Definite Tsunami,8.0,33.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1984,8.0,32.386,131.945,"KYUSHU, JAPAN",JAPAN,Definite Tsunami,7.0,46.0,,,
1983,11.0,-6.852,72.11,CHAGOS ARCHIPELAGO REGION,UK TERRITORY,Definite Tsunami,7.7,10.0,,Limited (<$1 million),
1983,10.0,-26.535,-70.563,NORTHERN CHILE,CHILE,Definite Tsunami,7.7,15.0,0.2,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1983,8.0,18.231,120.86,LUZON ISLAND,PHILIPPINES,Definite Tsunami,6.6,29.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1983,3.0,-4.883,153.581,NEW BRITAIN,PAPUA NEW GUINEA,Definite Tsunami,7.9,89.0,,Moderate (~$1 to $5 million),
1982,12.0,-24.133,-175.864,KERMADEC ISLANDS,TONGA,Definite Tsunami,7.5,33.0,,,
1982,3.0,42.158,142.361,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.9,44.0,,,
1981,10.0,18.084,-102.084,MEXICO,MEXICO,Definite Tsunami,7.3,28.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1981,5.0,-48.786,164.357,NEW ZEALAND,NEW ZEALAND,Definite Tsunami,7.6,33.0,,,
1981,2.0,38.222,22.934,ATHENS-EASTERN GULF OF CORINTH,GREECE,Definite Tsunami,6.7,33.0,3.0,Extreme (~$25 million or more),Few (~1 to 50 people)
1980,7.0,-12.525,165.916,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.9,33.0,,,
1980,6.0,34.808,139.181,HONSHU ISLAND,JAPAN,Definite Tsunami,6.2,15.0,,Moderate (~$1 to $5 million),
1979,4.0,42.096,19.209,MONTENEGRO,MONTENEGRO,Definite Tsunami,6.9,10.0,1.0,Extreme (~$25 million or more),Many (~101 to 1000 people)
1979,3.0,17.813,-101.276,S. MEXICO,MEXICO,Definite Tsunami,7.6,49.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
1978,6.0,38.19,142.03,SANRIKU,JAPAN,Definite Tsunami,7.7,44.0,0.5,Extreme (~$25 million or more),Few (~1 to 50 people)
1978,3.0,44.244,148.862,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.6,33.0,0.0,,
1978,3.0,44.932,148.439,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.5,33.0,0.0,,
1978,3.0,44.209,148.971,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.8,46.0,-1.5,,
1978,1.0,34.809,139.259,TOKAIDO,JAPAN,Definite Tsunami,6.6,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1977,6.0,-22.878,-175.9,TONGA TRENCH,TONGA,Definite Tsunami,7.2,65.0,,,
1977,4.0,-9.965,160.731,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,8.1,33.0,-1.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1977,4.0,-16.696,-172.095,SAMOA ISLANDS,SAMOA,Definite Tsunami,7.6,33.0,-2.0,Limited (<$1 million),
1976,2.0,15.324,-89.101,GUATEMALA,GUATEMALA,Definite Tsunami,7.5,5.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1976,1.0,-28.427,-177.657,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,8.0,33.0,,,
1975,12.0,-16.265,-172.467,SAMOA ISLANDS,SAMOA,Definite Tsunami,7.8,33.0,,,
1975,7.0,-6.59,155.054,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.9,49.0,1.0,Severe (~>$5 to $24 million),
1974,10.0,-12.27,-77.79,CENTRAL PERU,PERU,Definite Tsunami,8.1,13.0,1.0,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1974,5.0,34.6,138.7,TOKAIDO,JAPAN,Definite Tsunami,6.7,2.0,-2.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1973,10.0,-32.5,-71.5,CENTRAL CHILE,CHILE,Definite Tsunami,6.7,14.0,-1.0,,
1973,6.0,43.3,146.4,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.1,50.0,,Limited (<$1 million),
1973,6.0,43.2,145.8,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7.7,48.0,1.0,Moderate (~$1 to $5 million),
1973,2.0,50.5,156.6,N. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.2,27.0,0.5,,
1973,1.0,18.48,-103.0,S. MEXICO,MEXICO,Definite Tsunami,7.5,43.0,,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1972,12.0,33.3,140.7,CHICHI JIMA,JAPAN,Definite Tsunami,7.4,66.0,-1.0,Limited (<$1 million),
1972,7.0,56.82,-135.685,"SE. ALASKA, AK",USA,Definite Tsunami,7.6,25.0,-2.0,Limited (<$1 million),
1972,2.0,33.3,140.8,EAST OFF HACHIJO ISLAND,JAPAN,Definite Tsunami,7.4,56.0,0.5,,
1972,1.0,22.5,122.3,E. TAIWAN,TAIWAN,Definite Tsunami,7.5,33.0,-2.0,Limited (<$1 million),Few (~1 to 50 people)
1971,12.0,56.0,163.3,KAMCHATKA,RUSSIA,Definite Tsunami,7.8,33.0,,,
1971,9.0,46.5,141.2,TATAR STRAIT,RUSSIA,Definite Tsunami,7.1,9.0,1.0,Limited (<$1 million),
1971,7.0,-4.9,153.2,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.9,48.0,1.5,Moderate (~$1 to $5 million),
1971,7.0,-32.5,-71.2,CENTRAL CHILE,CHILE,Definite Tsunami,7.8,58.0,0.0,Extreme (~$25 million or more),Some (~51 to 100 people)
1970,9.0,20.6,122.0,PHILIPPINE TRENCH,PHILIPPINES,Probable Tsunami,5.3,33.0,0.5,Moderate (~$1 to $5 million),
1970,5.0,-9.2,-78.8,N. PERU,PERU,Definite Tsunami,7.9,43.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1970,4.0,15.78,121.71,PHILIPPINE SEA,PHILIPPINES,Probable Tsunami,7.3,40.0,1.0,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1970,1.0,6.8,126.7,PHILIPPINE TRENCH,PHILIPPINES,Definite Tsunami,7.6,73.0,,,
1969,12.0,15.8,-59.7,GRAND BOURG,GUADELOUPE (FRENCH TERRITORY),Definite Tsunami,7.2,7.0,,,
1969,11.0,57.7,163.6,KAMCHATKA,RUSSIA,Definite Tsunami,7.7,51.0,3.0,Limited (<$1 million),
1969,8.0,43.6,147.9,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.2,30.0,2.0,Limited (<$1 million),
1969,2.0,36.017,-10.95,PORTUGAL,PORTUGAL,Definite Tsunami,7.8,22.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1968,8.0,1.4,126.2,N. MOLUCCAS ISLANDS,INDONESIA,Definite Tsunami,7.6,25.0,1.0,Limited (<$1 million),
1968,6.0,39.4,143.1,SANRIKU,JAPAN,Definite Tsunami,7.2,44.0,0.0,,
1968,5.0,41.5,142.7,OFF COAST OF HONSHU ISLAND,JAPAN,Definite Tsunami,7.5,33.0,-0.5,,
1966,12.0,-11.893,166.445,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.8,83.0,1.0,,
1966,7.0,44.75,37.0,BLACK SEA,RUSSIA,Definite Tsunami,5.5,,1.0,,
1927,9.0,44.4,34.5,"CRIMEA, BLACK SEA",UKRAINE,Definite Tsunami,6.8,17.0,2.0,Extreme (~$25 million or more),Few (~1 to 50 people)
2003,9.0,41.815,143.91,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,8.3,27.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
2001,6.0,-16.265,-73.641,S. PERU,PERU,Definite Tsunami,8.4,33.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1999,11.0,-16.423,168.214,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.5,33.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1996,2.0,-9.593,-79.587,N. PERU,PERU,Definite Tsunami,7.5,10.0,1.9,Limited (<$1 million),Few (~1 to 50 people)
1996,1.0,0.729,119.931,SULAWESI,INDONESIA,Definite Tsunami,7.9,24.0,1.8,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1995,10.0,19.055,-104.205,S. MEXICO,MEXICO,Definite Tsunami,8.0,33.0,2.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1995,5.0,-8.452,125.049,TIMOR SEA,INDONESIA,Definite Tsunami,6.9,13.0,1.5,Limited (<$1 million),Few (~1 to 50 people)
1994,10.0,-1.258,127.98,HALMAHERA,INDONESIA,Definite Tsunami,6.8,17.0,1.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1991,4.0,9.685,-83.073,"LIMON, PANDORA",COSTA RICA,Definite Tsunami,7.6,10.0,,Extreme (~$25 million or more),Some (~51 to 100 people)
1988,8.0,-10.258,160.896,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.6,36.0,,Limited (<$1 million),Few (~1 to 50 people)
1981,9.0,-14.96,-173.085,SAMOA ISLANDS,SAMOA,Definite Tsunami,7.7,25.0,-2.0,Limited (<$1 million),Few (~1 to 50 people)
1975,11.0,19.451,-155.033,HAWAII,USA,Definite Tsunami,7.7,2.0,3.0,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1975,10.0,12.54,125.993,PHILIPPINE TRENCH,PHILIPPINES,Definite Tsunami,7.6,50.0,-1.5,Limited (<$1 million),Few (~1 to 50 people)
1971,7.0,-5.5,153.9,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.9,47.0,1.0,Limited (<$1 million),Few (~1 to 50 people)
1970,10.0,-4.907,145.471,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Definite Tsunami,7.3,8.0,0.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1968,8.0,16.5,122.2,E. LUZON ISLAND,PHILIPPINES,Definite Tsunami,7.3,36.0,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1979,9.0,-1.679,136.04,IRIAN JAYA,INDONESIA,Definite Tsunami,7.9,5.0,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1994,11.0,13.525,121.067,PHILIPPINE ISLANDS,PHILIPPINES,Definite Tsunami,7.1,32.0,2.1,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1983,5.0,40.462,139.102,"NOSHIRO, JAPAN",JAPAN,Definite Tsunami,7.8,24.0,2.0,Extreme (~$25 million or more),Many (~101 to 1000 people)
1968,8.0,0.2,119.8,BANDA SEA,INDONESIA,Definite Tsunami,7.8,23.0,2.5,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1999,8.0,40.76,29.97,"KOCAELI, TURKEY",TURKEY,Definite Tsunami,7.6,13.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1996,2.0,-0.891,136.952,IRIAN JAYA,INDONESIA,Definite Tsunami,8.2,33.0,1.8,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1994,6.0,-10.477,112.835,SOUTH OF JAVA,INDONESIA,Definite Tsunami,7.8,18.0,2.5,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1993,7.0,42.851,139.197,SEA OF JAPAN,JAPAN,Definite Tsunami,7.7,17.0,3.1,Extreme (~$25 million or more),Many (~101 to 1000 people)
1992,9.0,11.727,-87.386,NICARAGUA,NICARAGUA,Definite Tsunami,7.7,40.0,2.8,Extreme (~$25 million or more),Many (~101 to 1000 people)
1979,12.0,1.598,-79.358,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",COLOMBIA,Definite Tsunami,7.7,24.0,2.5,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1977,8.0,-11.085,118.464,SUNDA ISLANDS,INDONESIA,Definite Tsunami,8.0,33.0,3.0,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1969,2.0,-3.1,118.9,MAKASSAR STRAIT,INDONESIA,Definite Tsunami,6.9,13.0,2.0,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1976,8.0,6.292,124.09,MORO GULF,PHILIPPINES,Definite Tsunami,8.0,33.0,2.5,Extreme (~$25 million or more),Very Many (~1001 or more people)
1992,12.0,-8.48,121.896,FLORES SEA,INDONESIA,Definite Tsunami,7.8,28.0,2.7,Extreme (~$25 million or more),Very Many (~1001 or more people)
1998,7.0,-2.943,142.582,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Definite Tsunami,7.0,25.0,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
2004,12.0,3.316,95.854,OFF W. COAST OF SUMATRA,INDONESIA,Definite Tsunami,9.1,30.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2005,1.0,34.064,141.491,E. HONSHU ISLAND,JAPAN,Definite Tsunami,6.6,28.0,,,
2005,4.0,-1.644,99.607,KEPULAUAN MENTAWAI,INDONESIA,Definite Tsunami,6.7,19.0,,,
2005,3.0,2.085,97.108,INDONESIA,INDONESIA,Definite Tsunami,8.6,30.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2005,6.0,41.301,-125.97,N. CALIFORNIA,USA,Definite Tsunami,7.2,10.0,,,
2005,8.0,38.276,142.039,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.2,36.0,,Limited (<$1 million),
1977,4.0,-9.89,160.348,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.6,19.0,,Limited (<$1 million),
1975,5.0,35.997,-17.649,AZORES GIBRALTAR FRACTURE ZONE,ATLANTIC OCEAN,Definite Tsunami,7.7,33.0,,Limited (<$1 million),
1978,3.0,44.14,149.029,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.6,33.0,-3.0,,
1998,3.0,-62.877,149.527,BALLENY ISLANDS,ANTARCTICA,Probable Tsunami,8.1,10.0,,,
2005,11.0,38.107,144.896,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.0,11.0,,,
1994,6.0,-10.362,112.892,SOUTH OF JAVA,INDONESIA,Definite Tsunami,6.6,26.0,,,
1994,6.0,-10.341,113.369,SOUTH OF JAVA,INDONESIA,Definite Tsunami,6.1,17.0,,,
2004,11.0,15.679,-61.706,"BASSE-TERRE, LES SAINTES",GUADELOUPE (FRENCH TERRITORY),Definite Tsunami,6.3,14.0,,,
2006,5.0,-20.187,-174.123,TONGA,TONGA,Definite Tsunami,8.0,55.0,,Limited (<$1 million),
2006,7.0,-9.254,107.411,SOUTH OF JAVA,INDONESIA,Definite Tsunami,7.7,34.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
2006,11.0,46.592,153.266,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.3,10.0,,Moderate (~$1 to $5 million),
2003,12.0,-22.107,169.35,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,6.1,10.0,,,
2004,11.0,49.277,-128.772,VANCOUVER ISLAND,CANADA,Definite Tsunami,6.6,10.0,,,
2006,9.0,-16.592,-172.033,SAMOA ISLANDS,SAMOA,Definite Tsunami,6.9,28.0,,,
2000,4.0,34.22,25.69,CRETE,GREECE,Definite Tsunami,5.5,38.0,,,
1983,1.0,38.026,20.228,IONIAN SEA,GREECE,Probable Tsunami,7.2,,,,
2004,12.0,-49.312,161.345,MACQUARIE ISLAND,AUSTRALIA,Definite Tsunami,8.1,10.0,,,
2004,11.0,43.006,145.119,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7.0,39.0,,Moderate (~$1 to $5 million),
2004,11.0,-8.152,124.868,KEPULAUAN ALOR,INDONESIA,Definite Tsunami,7.5,10.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2003,8.0,-45.104,167.144,SOUTH ISLAND,NEW ZEALAND,Definite Tsunami,7.2,28.0,,Limited (<$1 million),
1980,10.0,36.195,1.354,EL ASNAM,ALGERIA,Definite Tsunami,7.7,10.0,2.0,Extreme (~$25 million or more),Very Many (~1001 or more people)
2006,3.0,-3.595,127.214,SERAM ISLAND,INDONESIA,Definite Tsunami,6.7,30.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1965,3.0,39.4,24.0,AEGEAN SEA,GREECE,Probable Tsunami,6.3,18.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2007,1.0,46.243,154.524,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.1,10.0,,,
2007,3.0,-20.617,169.357,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.1,34.0,,,
2007,3.0,37.336,136.588,HONSHU: W COAST,JAPAN,Definite Tsunami,6.7,8.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1997,9.0,31.959,141.878,S. OF HONSHU ISLAND,JAPAN,Definite Tsunami,6.2,10.0,,,
1966,12.0,-12.334,166.684,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.2,23.0,0.0,,
2006,10.0,19.878,-155.935,HAWAII,USA,Definite Tsunami,6.7,39.0,,Moderate (~$1 to $5 million),
2007,4.0,-8.46,157.044,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,8.1,10.0,,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1916,7.0,38.817,15.233,STROMBOLI ISLAND,ITALY,Definite Tsunami,5.1,,4.0,Limited (<$1 million),
2007,8.0,51.307,-179.971,"ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,6.7,21.0,,,
2007,8.0,47.116,141.798,TATAR STRAIT,RUSSIA,Definite Tsunami,6.2,5.0,,Limited (<$1 million),Few (~1 to 50 people)
2007,7.0,37.57,138.478,HONSHU: W COAST,JAPAN,Definite Tsunami,6.6,10.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1970,5.0,43.0,47.1,CASPIAN SEA,RUSSIA,Probable Tsunami,6.5,44.0,,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1930,5.0,17.3,96.5,MYANMAR COAST,MYANMAR (BURMA),Definite Tsunami,7.3,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
2007,4.0,-45.285,-72.606,SOUTHERN CHILE,CHILE,Definite Tsunami,6.2,,,Limited (<$1 million),Few (~1 to 50 people)
2007,8.0,-13.386,-76.603,S. PERU,PERU,Definite Tsunami,8.0,39.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1934,11.0,18.5,-105.5,MEXICO,MEXICO,Definite Tsunami,7.0,5.0,,,
1951,10.0,23.8,121.7,TAIWAN,TAIWAN,Definite Tsunami,7.3,21.0,,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1967,7.0,10.6,-67.3,CARACAS,VENEZUELA,Definite Tsunami,6.5,10.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1968,9.0,41.8,32.3,BLACK SEA,TURKEY,Definite Tsunami,6.6,38.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1973,3.0,13.4,122.8,QUEZON,PHILIPPINES,Definite Tsunami,7.5,33.0,,Limited (<$1 million),Few (~1 to 50 people)
2007,9.0,-4.438,101.367,SUMATRA,INDONESIA,Definite Tsunami,8.4,34.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
