YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
2007,9.0,-49.418,163.954,AUCKLAND ISLANDS,NEW ZEALAND,Definite Tsunami,7.4,10.0,,,
2007,11.0,-22.247,-69.89,NORTHERN CHILE,CHILE,Definite Tsunami,7.7,40.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1970,3.0,57.5,-153.9,"ANDREANOF ISLANDS, AK",USA,Definite Tsunami,6.0,29.0,,Limited (<$1 million),
1926,8.0,36.5,23.3,ARGOLIKOS GULF,GREECE,Probable Tsunami,7.2,,,,
2000,7.0,33.901,139.376,HONSHU: S COAST,JAPAN,Definite Tsunami,6.5,10.0,,Limited (<$1 million),
1973,6.0,43.2,146.6,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.6,,,,
2008,4.0,-20.071,168.892,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.3,35.0,,,
1956,7.0,36.8,25.5,"AMORGOS ISLAND, AEGEAN ISLANDS",GREECE,Probable Tsunami,6.8,,,,
2008,2.0,-2.486,99.972,SUMATRA,INDONESIA,Definite Tsunami,6.5,25.0,,Limited (<$1 million),
2000,7.0,34.319,139.26,HONSHU: S COAST,JAPAN,Definite Tsunami,6.1,10.0,,Limited (<$1 million),
1986,11.0,23.901,121.574,TAIWAN,TAIWAN,Definite Tsunami,7.8,34.0,,Limited (<$1 million),Few (~1 to 50 people)
1955,4.0,39.4,23.1,VOLOS GULF,GREECE,Probable Tsunami,6.2,,,Extreme (~$25 million or more),Few (~1 to 50 people)
1954,9.0,36.283,1.467,SEA OF ALBORAN,ALGERIA,Definite Tsunami,6.7,,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1953,9.0,35.0,32.5,LEVANTIAN SEA,CYPRUS,Probable Tsunami,6.5,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1911,2.0,40.9,20.8,OCHRIDA LAKE,ALBANIA,Probable Tsunami,6.7,,,,
1907,10.0,38.133,16.017,IONIAN CALABRIA,ITALY,Definite Tsunami,5.9,,3.0,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1905,9.0,38.67,16.07,TYRRHENIAN CALABRIA,ITALY,Definite Tsunami,7.1,15.0,4.0,Extreme (~$25 million or more),Many (~101 to 1000 people)
2008,7.0,37.552,142.214,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Definite Tsunami,6.9,22.0,,,
1906,11.0,6.5,0.3,GOLD COAST,GHANA,Probable Tsunami,5.0,,,Moderate (~$1 to $5 million),
1969,3.0,27.7,34.0,GULF OF SUEZ,EGYPT,Probable Tsunami,7.0,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2003,5.0,36.939,3.578,ALGIERS,ALGERIA,Definite Tsunami,5.7,8.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2006,12.0,21.799,120.547,TAIWAN,CHINA,Definite Tsunami,7.0,10.0,,Limited (<$1 million),Few (~1 to 50 people)
2007,9.0,-11.61,165.762,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.2,35.0,,,
2007,12.0,-25.996,-177.514,KERMADEC ISLANDS,KERMADEC ISLANDS,Definite Tsunami,7.8,153.0,,,
2008,9.0,41.892,143.754,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.8,25.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2008,11.0,1.271,122.091,SULAWESI,INDONESIA,Definite Tsunami,7.3,30.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1916,8.0,43.967,12.667,CENTRAL ADRIATIC,ITALY,Definite Tsunami,5.9,,2.0,,
1941,11.0,37.417,-18.983,AZORES GIBRALTAR FRACTURE ZONE,ATLANTIC OCEAN,Definite Tsunami,8.3,,2.0,,
2009,1.0,-0.414,132.885,NEAR NORTH COAST,INDONESIA,Definite Tsunami,7.6,17.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2009,1.0,-0.691,133.305,NEAR NORTH COAST,INDONESIA,Probable Tsunami,7.3,23.0,,,
2009,1.0,46.857,155.154,KAMCHATKA,RUSSIA,Definite Tsunami,7.4,36.0,,,
2009,2.0,3.884,126.397,CELEBES SEA,INDONESIA,Definite Tsunami,7.2,22.0,,Moderate (~$1 to $5 million),
1968,4.0,44.08,8.0,LIGURIA-COTE D'AZUR,ITALY,Definite Tsunami,4.6,7.0,2.0,,
1930,10.0,43.667,13.267,CENTRAL ADRIATIC,ITALY,Definite Tsunami,5.9,,4.0,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1939,5.0,37.053,-24.427,AZORES,PORTUGAL,Definite Tsunami,6.5,16.0,1.0,,
1980,1.0,38.727,-27.75,AZORES,PORTUGAL,Definite Tsunami,6.9,13.0,1.0,Moderate (~$1 to $5 million),Some (~51 to 100 people)
2009,3.0,-23.046,-174.659,TONGA,TONGA,Definite Tsunami,7.6,34.0,,,
1978,8.0,36.37,-6.98,CADIZ,SPAIN,Definite Tsunami,4.4,30.0,1.0,,
1963,9.0,40.75,29.0,MARMARA SEA,TURKEY,Definite Tsunami,6.1,,3.0,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2009,10.0,-13.006,166.51,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.6,45.0,,,
2009,5.0,16.72,-86.236,OFF COAST OF HONDURAS,HONDURAS,Definite Tsunami,7.3,10.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2009,9.0,-0.72,99.867,SUMATRA,INDONESIA,Definite Tsunami,7.5,81.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2009,8.0,-1.479,99.49,SUMATRA,INDONESIA,Definite Tsunami,6.7,20.0,,,
2009,8.0,14.099,92.888,ANDAMAN ISLANDS,INDIA,Probable Tsunami,7.5,5.0,,,
2009,8.0,34.743,138.264,HONSHU: S COAST,JAPAN,Definite Tsunami,6.4,40.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2009,7.0,-45.762,166.562,OFF WEST COAST OF SOUTH ISLAND,NEW ZEALAND,Definite Tsunami,7.8,12.0,,Limited (<$1 million),
2009,9.0,-15.489,-172.095,SAMOA ISLANDS,SAMOA,Definite Tsunami,8.1,18.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
2010,1.0,-8.743,157.477,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.6,26.0,,,
2010,1.0,-8.799,157.346,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.1,25.0,,Limited (<$1 million),
2004,2.0,31.675,35.551,DEAD SEA,JORDAN,Definite Tsunami,5.3,27.0,,Moderate (~$1 to $5 million),
2010,1.0,-9.019,157.551,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.8,15.0,,,
2010,1.0,18.457,-72.533,HAITI & DOMINICAN REPUBLIC,HAITI,Definite Tsunami,7.0,13.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2010,2.0,-36.122,-72.898,CENTRAL CHILE,CHILE,Definite Tsunami,8.8,23.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
2010,4.0,2.383,97.048,SUMATRA,INDONESIA,Definite Tsunami,7.8,31.0,,,
2010,3.0,-34.29,-71.891,CENTRAL CHILE,CHILE,Definite Tsunami,6.9,11.0,,Limited (<$1 million),
2010,2.0,25.93,128.425,RYUKYU ISLANDS,JAPAN,Probable Tsunami,7.0,25.0,,,
2005,2.0,15.775,-61.744,DOMINICA PASSAGE,GUADELOUPE (FRENCH TERRITORY),Probable Tsunami,5.8,12.0,,,
1910,11.0,-14.0,166.5,VANUATU ISLANDS,VANUATU,Probable Tsunami,7.2,90.0,,Moderate (~$1 to $5 million),
2010,6.0,7.881,91.936,LITTLE NICOBAR ISLAND,INDIA,Definite Tsunami,7.5,35.0,,,
1901,10.0,11.0,-86.5,NICARAGUA,NICARAGUA,Probable Tsunami,7.0,,,Limited (<$1 million),
2010,8.0,-17.541,168.069,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.2,25.0,,,
2010,8.0,12.484,141.476,"GUAM, MARIANA ISLANDS",USA TERRITORY,Definite Tsunami,6.9,10.0,,,
2010,10.0,-3.487,100.082,SUMATRA,INDONESIA,Definite Tsunami,7.8,20.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
2010,12.0,26.901,143.698,BONIN ISLANDS,JAPAN,Definite Tsunami,7.4,14.0,,,
2010,12.0,-19.702,167.947,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.3,16.0,,Limited (<$1 million),
2011,2.0,-36.474,-73.125,CENTRAL CHILE,CHILE,Definite Tsunami,6.8,28.0,,,
2011,3.0,38.435,142.842,HONSHU ISLAND,JAPAN,Definite Tsunami,7.5,32.0,,,
2011,3.0,38.297,142.372,HONSHU ISLAND,JAPAN,Definite Tsunami,9.1,30.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1981,3.0,38.209,23.288,GULF OF CORINTH,GREECE,Probable Tsunami,6.4,29.0,,,
2011,1.0,-19.157,168.311,VANUATU ISLANDS,VANUATU,Definite Tsunami,6.5,24.0,,,
1964,5.0,40.4,139.0,NW. HONSHU ISLAND,JAPAN,Probable Tsunami,6.6,,-3.0,,
2011,7.0,38.034,143.264,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Definite Tsunami,7.0,23.0,,,
2011,6.0,52.05,-171.836,"ATKA, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,7.3,52.0,,,
2011,7.0,-29.539,-176.34,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,7.6,17.0,,,
2011,4.0,38.276,141.588,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.1,42.0,,Limited (<$1 million),Few (~1 to 50 people)
2011,8.0,-18.311,168.218,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.0,28.0,,,
2011,8.0,-18.365,168.143,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.1,32.0,,,
2011,9.0,52.171,-171.708,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,6.8,32.0,,,
1990,2.0,9.755,124.694,PHILIPPINES,PHILIPPINES,Definite Tsunami,6.6,26.0,,Limited (<$1 million),Some (~51 to 100 people)
2011,10.0,-28.993,-176.238,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,7.4,33.0,,,
2012,3.0,16.493,-98.231,S. MEXICO,MEXICO,Definite Tsunami,7.4,20.0,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2012,3.0,40.887,144.944,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.9,12.0,,,
2001,1.0,13.049,-88.66,EL SALVADOR,EL SALVADOR,Probable Tsunami,7.7,60.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
2012,4.0,2.327,93.063,OFF W. COAST OF N SUMATRA,INDONESIA,Definite Tsunami,8.6,20.0,,Limited (<$1 million),Few (~1 to 50 people)
2012,4.0,0.802,92.463,OFF W. COAST OF N SUMATRA,INDONESIA,Definite Tsunami,8.2,25.0,,,
2012,4.0,-18.972,168.741,VANUATU ISLANDS,VANUATU,Definite Tsunami,6.3,11.0,,,
2012,2.0,-17.827,167.133,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.0,23.0,,,
2012,8.0,12.139,-88.59,EL SALVADOR-NICARAGUA,EL SALVADOR,Definite Tsunami,7.3,28.0,,Limited (<$1 million),
2012,8.0,10.811,126.638,PHILIPPINE ISLANDS,PHILIPPINES,Definite Tsunami,7.6,28.0,,Limited (<$1 million),Few (~1 to 50 people)
2012,9.0,10.085,-85.315,COSTA RICA,COSTA RICA,Definite Tsunami,7.6,35.0,,Limited (<$1 million),Few (~1 to 50 people)
1919,6.0,12.33,-88.291,GULF OF FONSECA,NICARAGUA,Probable Tsunami,6.6,20.0,,,
2012,11.0,13.988,-91.895,GUATEMALA,GUATEMALA,Definite Tsunami,7.3,24.0,,Severe (~>$5 to $24 million),Some (~51 to 100 people)
2012,12.0,37.89,143.949,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Definite Tsunami,7.2,31.0,,,
2012,10.0,52.788,-132.101,BRITISH COLUMBIA,CANADA,Definite Tsunami,7.7,14.0,,,Few (~1 to 50 people)
2013,1.0,55.393,-134.652,"SE. ALASKA, AK",USA,Definite Tsunami,7.5,10.0,,Limited (<$1 million),
2013,2.0,-10.928,166.018,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.0,21.0,,,
2013,2.0,-10.766,165.114,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.9,24.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2013,7.0,-41.704,174.337,COOK STRAIT,NEW ZEALAND,Definite Tsunami,6.5,17.0,,Limited (<$1 million),
2004,11.0,-46.676,164.721,PUYSEGUR TRENCH,NEW ZEALAND,Definite Tsunami,7.1,10.0,,,
2013,8.0,-41.731,174.027,WELLINGTON,NEW ZEALAND,Definite Tsunami,6.5,10.0,,Limited (<$1 million),
2013,10.0,37.2,144.6,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.1,10.0,,,
2013,11.0,-60.274,-46.401,SCOTIA SEA,ANTARCTICA,Definite Tsunami,7.7,10.0,,,
2014,3.0,-19.965,-70.814,NORTHERN CHILE,CHILE,Definite Tsunami,6.7,21.0,,Limited (<$1 million),
2014,4.0,-6.755,155.024,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.5,43.0,,,
2014,4.0,-11.463,162.051,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.4,39.0,,,
2014,4.0,17.397,-100.972,S. MEXICO,MEXICO,Definite Tsunami,7.2,24.0,,Limited (<$1 million),
2014,4.0,-20.571,-70.493,NORTHERN CHILE,CHILE,Definite Tsunami,7.7,22.0,,,
2014,4.0,-11.27,162.148,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.6,23.0,,,
2014,4.0,-19.61,-70.769,NORTHERN CHILE,CHILE,Definite Tsunami,8.2,25.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
2014,6.0,51.849,178.735,"ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,7.9,109.0,,,
2014,6.0,-29.977,-177.725,"S OF RAOUL ISLAND, KERMADEC ISLANDS",NEW ZEALAND,Definite Tsunami,6.9,20.0,,,
2014,7.0,37.005,142.453,SANRIKU,JAPAN,Definite Tsunami,6.5,20.0,,,
2014,7.0,58.306,-136.96,"PALMA BAY, AK",USA,Definite Tsunami,6.1,10.0,,,
2014,10.0,-32.108,-110.811,EASTER ISLAND REGION,CHILE,Definite Tsunami,7.0,16.0,,,
2014,11.0,1.893,126.522,N. MOLUCCAS ISLANDS,INDONESIA,Probable Tsunami,7.1,45.0,,,
2015,2.0,39.856,142.881,HONSHU,JAPAN,Definite Tsunami,6.7,23.0,,,
2015,3.0,-4.729,152.562,BISMARCK SEA,PAPUA NEW GUINEA,Definite Tsunami,7.5,41.0,,,
2015,2.0,-16.431,168.148,VANUATU ISLANDS,VANUATU,Definite Tsunami,6.4,10.0,,Limited (<$1 million),
2015,5.0,31.529,140.213,S. OF HONSHU ISLAND,JAPAN,Probable Tsunami,5.7,10.0,,,
2015,5.0,-5.462,151.875,NEW BRITAIN,PAPUA NEW GUINEA,Probable Tsunami,7.5,55.0,,Limited (<$1 million),
2015,7.0,-9.307,158.403,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.7,12.0,,,
2015,7.0,-10.401,165.141,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.0,11.0,,,
2015,7.0,52.214,-169.399,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,6.9,23.0,,,
2015,9.0,-31.573,-71.674,CENTRAL CHILE,CHILE,Definite Tsunami,8.3,22.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
2015,11.0,31.001,128.873,JAPAN,JAPAN,Definite Tsunami,6.7,12.0,,,
2015,11.0,38.67,20.6,IONIAN SEA,GREECE,Definite Tsunami,6.5,11.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2015,11.0,-29.46,-72.12,CENTRAL CHILE,CHILE,Definite Tsunami,6.9,33.0,,,
2016,3.0,-4.952,94.33,SW. SUMATRA,INDONESIA,Definite Tsunami,7.8,24.0,,,
2016,4.0,0.35,-80.16,OFF COAST,ECUADOR,Definite Tsunami,7.8,17.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1993,3.0,-14.385,-178.252,FUTUNA,WALLIS AND FUTUNA (FRENCH TERRITORY),Probable Tsunami,6.4,10.0,,Limited (<$1 million),Few (~1 to 50 people)
2016,4.0,-16.043,167.379,VANUATU ISLANDS,VANUATU,Probable Tsunami,7.0,24.0,,,
2016,8.0,-55.285,-31.877,SOUTHERN ATLANTIC OCEAN,UK TERRITORY,Probable Tsunami,7.4,10.0,,,
2016,8.0,-22.477,173.117,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.2,16.0,,,
2014,10.0,12.526,-88.123,GULF OF FONSECA,EL SALVADOR,Definite Tsunami,7.3,40.0,,Limited (<$1 million),Few (~1 to 50 people)
2001,10.0,52.63,-132.2,QUEEN CHARLOTTE ISLANDS,CANADA,Definite Tsunami,6.1,20.0,,,
2016,11.0,-42.737,173.054,OFF EAST COAST OF SOUTH ISLAND,NEW ZEALAND,Definite Tsunami,7.8,15.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
2016,9.0,-37.359,179.146,GISBORNE,NEW ZEALAND,Definite Tsunami,7.0,19.0,,,
2016,11.0,11.96,-88.835,NICARAGUA,NICARAGUA,Definite Tsunami,6.9,33.0,,,
2016,12.0,-4.505,153.522,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.9,95.0,,,
2016,12.0,-10.681,161.327,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.8,40.0,,Limited (<$1 million),Few (~1 to 50 people)
1962,1.0,43.3,17.1,DALMATIAN COASTS,CROATIA,Probable Tsunami,6.1,33.0,,,
2016,12.0,-10.749,161.132,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.9,20.0,,,
2016,11.0,37.393,141.387,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,6.9,9.0,,Limited (<$1 million),
1996,9.0,21.898,121.498,TAIWAN REGION,TAIWAN,Definite Tsunami,6.8,20.0,,,
2017,1.0,-6.246,155.172,BOUGAINVILLE ISLAND,PAPUA NEW GUINEA,Definite Tsunami,7.9,135.0,,Limited (<$1 million),Few (~1 to 50 people)
2016,12.0,-43.517,-74.391,SOUTHERN CHILE,CHILE,Definite Tsunami,7.6,30.0,,Limited (<$1 million),
2017,1.0,-19.373,176.052,FIJI ISLANDS,FIJI,Definite Tsunami,6.9,12.0,,,
2017,4.0,5.504,125.066,"SOCCSKSARGEN, PHILIPPINES",PHILIPPINES,Definite Tsunami,6.9,26.0,,Limited (<$1 million),
2017,5.0,59.852,-136.677,"SKAGWAY, AK",USA,Definite Tsunami,6.2,1.0,,,
2017,4.0,-33.038,-72.062,CENTRAL CHILE,CHILE,Definite Tsunami,6.9,28.0,,,
2017,7.0,54.443,168.857,BERING ISLAND,RUSSIA,Definite Tsunami,7.7,10.0,,,
2017,7.0,36.929,27.414,GULF OF GKOVA,TURKEY,Definite Tsunami,6.6,7.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2017,6.0,38.93,26.365,LESBOS,GREECE,Definite Tsunami,6.3,12.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1975,12.0,-18.672,178.464,FIJI ISLANDS,FIJI,Probable Tsunami,4.9,33.0,,,
2017,11.0,-21.648,168.859,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,6.6,22.0,,,
1950,12.0,-18.25,167.5,VANUATU ISLANDS,VANUATU,Probable Tsunami,7.8,60.0,,,
2017,10.0,-21.697,169.149,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,6.7,24.0,,,
2017,9.0,14.761,-94.103,S. MEXICO,MEXICO,Definite Tsunami,8.2,46.0,,Extreme (~$25 million or more),Some (~51 to 100 people)
2018,1.0,17.474,-83.519,OFF COAST OF HONDURAS,HONDURAS,Definite Tsunami,7.5,10.0,,Limited (<$1 million),
2018,1.0,56.046,-149.073,"KODIAK ISLAND, AK",USA,Definite Tsunami,7.9,25.0,,Limited (<$1 million),
2017,11.0,-21.325,168.672,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.0,10.0,,,
2018,1.0,-15.776,-74.744,S. PERU,PERU,Definite Tsunami,7.1,36.0,,,
2018,5.0,19.37,-155.032,HAWAII,USA,Definite Tsunami,6.9,5.0,,Extreme (~$25 million or more),
2018,8.0,-8.287,116.452,BALI SEA,INDONESIA,Definite Tsunami,6.9,31.0,,Extreme (~$25 million or more),Many (~101 to 1000 people)
2018,10.0,37.506,20.563,IONIAN SEA,GREECE,Definite Tsunami,6.8,14.0,,Limited (<$1 million),
2018,8.0,-18.178,-178.111,FIJI ISLANDS,FIJI,Definite Tsunami,8.2,563.0,,,
2018,8.0,-22.066,170.05,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.1,27.0,,,
2018,9.0,-0.178,119.84,SULAWESI,INDONESIA,Definite Tsunami,7.5,10.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2018,12.0,-21.969,169.446,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.5,10.0,,Limited (<$1 million),
1990,6.0,36.957,49.409,CASPIAN SEA,IRAN,Probable Tsunami,7.3,19.0,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2012,3.0,-19.125,169.613,OFF EAST COAST OF VANUATU,VANUATU,Definite Tsunami,6.7,16.0,,,
2019,6.0,38.646,139.472,NIIGATA,JAPAN,Definite Tsunami,6.4,12.0,,Moderate (~$1 to $5 million),
2009,7.0,34.164,25.471,CRETE,GREECE,Definite Tsunami,6.4,19.0,,,
2019,6.0,-30.056,-72.082,CENTRAL CHILE,CHILE,Definite Tsunami,6.4,11.0,,,
2019,6.0,-30.805,-178.095,"S OF RAOUL ISLAND, KERMADEC ISLANDS",NEW ZEALAND,Definite Tsunami,7.2,34.0,,,
2011,5.0,-20.244,168.226,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,6.8,11.0,,,
2015,11.0,-8.899,158.422,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.8,13.0,,,
2017,11.0,-21.638,168.673,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,6.3,14.0,,,
2017,11.0,-21.503,168.598,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,6.6,13.0,,,
2018,10.0,-21.743,169.522,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,6.5,17.0,,,
2019,11.0,1.6,126.416,N. MOLUCCAS ISLANDS,INDONESIA,Definite Tsunami,7.1,33.0,,Limited (<$1 million),Few (~1 to 50 people)
2009,9.0,-7.782,107.297,JAVA SEA,INDONESIA,Definite Tsunami,7.0,46.0,,Severe (~>$5 to $24 million),Some (~51 to 100 people)
2020,1.0,17.916,-66.813,PUERTO RICO,USA TERRITORY,Definite Tsunami,6.4,10.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
2020,1.0,19.44,-78.755,OFF SE COAST,CUBA,Definite Tsunami,7.7,10.0,,Moderate (~$1 to $5 million),
2016,8.0,40.394,143.68,SANRIKU,JAPAN,Definite Tsunami,6.0,10.0,,,
1998,5.0,39.027,143.441,SANRIKU,JAPAN,Definite Tsunami,6.2,33.0,,,
2020,3.0,48.986,157.693,N. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.5,57.0,,,
1905,11.0,40.092,24.627,NORTH AEGEAN SEA,GREECE,Probable Tsunami,7.2,15.0,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2020,5.0,34.205,25.712,CRETE,GREECE,Definite Tsunami,6.6,17.0,,,
2020,7.0,55.03,-158.522,"SHUMAGIN ISLANDS, AK",USA,Definite Tsunami,7.8,28.0,,,
2020,6.0,-33.294,-177.838,"S OF RAOUL ISLAND, KERMADEC ISLANDS",NEW ZEALAND,Definite Tsunami,7.4,10.0,,,
2013,4.0,18.081,-102.182,MEXICO,MEXICO,Probable Tsunami,6.0,30.0,,,
2020,6.0,16.029,-95.901,OFF OF COAST OF OAXACA,MEXICO,Definite Tsunami,7.4,26.0,,Extreme (~$25 million or more),Few (~1 to 50 people)
